Years	 Months 	Days	Ahlan	Atchakpa	Atcherigbe	Beterou	Bonou	Dome	Kaboua
1955	1	29	NA	0.934000015	0.537999988	1.225999951	5.436999798	1.485000014	0.842999995
1955	1	30	NA	0.925000012	0.460999995	0.963999987	5.278999805	1.80400002	0.75999999
1955	1	31	NA	0.861999989	0.287	0.920000017	5.217000008	1.621000051	0.578999996
1955	2	1	NA	0.790000021	0.224999994	0.920000017	5.827000141	1.442999959	0.439999998
1955	2	2	NA	0.722000003	0.310000002	0.920000017	5.339000225	1.317999959	0.356000006
1955	2	3	NA	0.68599999	0.843999982	0.912	4.821000099	1.233999968	0.319999993
1955	2	4	NA	0.677999973	0.838	0.855000019	4.339000225	1.192000031	0.423000008
1955	2	5	NA	0.65200001	0.734000027	0.791999996	3.944000006	1.187000036	0.529999971
1955	2	6	NA	0.620999992	0.637000024	0.737999976	3.888000011	1.187000036	0.574999988
1955	2	7	NA	0.587000012	0.542999983	0.685000002	3.838000059	1.192000031	0.606999993
1955	2	8	NA	0.533999979	0.456	0.632000029	3.50999999	1.228999972	0.51700002
1955	2	9	NA	0.499000013	0.342000008	0.582000017	3.282999992	1.261000037	0.439999998
1955	2	10	NA	0.469999999	0.333000004	0.540000021	3.107000113	1.233999968	0.379999995
1955	2	11	NA	0.446999997	0.352999985	0.5	3.082000017	1.233999968	0.331999987
1955	2	12	NA	0.441000015	0.206	0.460999995	3.056999922	1.271000028	0.291000009
1955	2	13	NA	0.418000013	0.174999997	0.426999986	2.904999971	1.307999969	0.252999991
1955	2	14	NA	0.39199999	0.134000003	0.40200001	2.880000114	1.312999964	0.216999993
1955	2	15	NA	0.367000014	0.077	0.423000008	2.880000114	1.307999969	0.186000004
1955	2	16	NA	0.338999987	0.068000004	0.43900001	2.858999968	1.281999946	0.156000003
1955	2	17	NA	0.296999991	0.064999998	0.523000002	2.730999947	1.312999964	0.136000007
1955	2	18	NA	0.272000015	0.044	0.658999979	2.710000038	1.345000029	0.122000001
1955	2	19	NA	0.247999996	0.041000001	1.023000002	2.710000038	1.317999959	0.108000003
1955	2	20	NA	0.213	0.041000001	1.266000032	2.710000038	1.312999964	0.096000001
1955	2	21	NA	0.189999998	0.041000001	1.162999988	2.688999891	1.312999964	0.083999999
1955	2	22	NA	0.157000005	0.039999999	0.574000001	2.539999962	1.312999964	0.066
1955	2	23	NA	0.140000001	0.033	0.460999995	2.391000032	1.317999959	0.057999998
1955	2	24	NA	0.136000007	0.032000002	0.828000009	2.348999977	1.345000029	0.063000001
1955	2	25	NA	0.119999997	0.030999999	0.822000027	2.220999956	1.317999959	0.056000002
1955	2	26	NA	0.093999997	0.022	0.790000021	2.200000048	1.322999954	0.048
1955	2	27	NA	0.077	0.014	0.790000021	2.220999956	1.381000042	0.041999999
1955	2	28	NA	0.107000001	0.003	0.787999988	2.326999903	1.360000014	0.046
1955	3	1	NA	0.224500004	0.0015	0.767499983	2.305999994	1.378499985	0.043
1955	3	2	NA	0.312000006	0	0.731000006	2.645999908	1.626000047	0.034000002
1955	3	3	NA	0.216000006	0	0.691999972	2.688999891	1.531999946	0.032000002
1955	3	4	NA	0.158999994	0	0.677999973	2.539999962	1.437999964	0.028000001
1955	3	5	NA	0.136000007	0	0.626999974	2.369999886	1.360000014	0.026000001
1955	3	6	NA	0.108000003	0	0.514999986	2.220999956	1.317999959	0.022
1955	3	7	NA	0.092	0.001	0.286000013	2.178999901	1.312999964	0.02
1955	3	8	NA	0.101000004	0.034000002	0.245000005	2.23300004	1.322999954	0.024
1955	3	9	NA	0.225999996	0.463999987	0.211999997	3.20600009	1.386000037	0.064999998
1955	3	10	NA	0.224999994	0.291999996	0.179000005	2.763999939	1.396000028	0.057
1955	3	11	NA	0.167999998	0.180999994	0.093000002	2.391000032	1.396000028	0.048999999
1955	3	12	NA	0.094999999	0.114	0.064999998	2.200000048	1.396000028	0.046999998
1955	3	13	NA	0.112999998	0.068000004	0.048	2.072000027	1.401000023	0.039999999
1955	3	14	NA	0.097999997	0.180000007	0.029999999	2.157999992	1.422000051	0.035999998
1955	3	15	NA	0.101999998	1.019999981	0.017000001	2.051000118	1.371000051	0.044
1955	3	16	NA	0.092	0.917999983	0.013	2.051000118	1.396000028	0.035999998
1955	3	17	NA	0.077	0.601999998	0.002	2.243000031	1.442999959	0.039000001
1955	3	18	NA	0.064000003	0.501999974	0	2.693000078	1.501000047	0.039000001
1955	3	19	NA	0.052000001	0.421999991	0	2.989000082	1.447999954	0.034000002
1955	3	20	NA	0.041999999	0.308999985	0	2.756999969	1.447999954	0.034000002
1955	3	21	NA	0.039999999	0.221000001	0	2.688999891	1.501000047	0.037999999
1955	3	22	NA	0.039000001	0.181999996	0	2.561000109	1.442999959	0.033
1955	3	23	NA	0.028999999	1.389999986	0	2.539999962	1.406999946	0.028000001
1955	3	24	NA	0.061000001	2.49000001	0	2.519000053	1.442999959	0.026000001
1955	3	25	NA	0.349000007	2.210000038	0	2.454999924	1.51699996	0.021
1955	3	26	NA	0.658999979	2.052000046	0	2.795000076	1.552999973	0.016000001
1955	3	27	NA	0.637000024	2.387000084	0	2.730999947	1.537999988	0.015
1955	3	28	NA	0.637000024	2.441999912	0	2.756999969	1.692999959	0.035999998
1955	3	29	NA	0.556999981	1.046000004	0	3.036000013	2.302999973	0.033
1955	3	30	NA	0.449000001	0.744000018	0	3.082000017	2.453000069	0.028000001
1955	3	31	NA	0.368000001	0.588999987	0	3.107000113	2.372999907	0.026000001
1955	4	1	NA	0.294999987	0.538999975	0	3.207999945	2.395999908	0.021
1955	4	2	NA	0.228	0.5	0	2.95600009	2.198999882	0.016000001
1955	4	3	NA	0.158999994	0.428000003	0	3.183000088	1.958999991	0.013
1955	4	4	NA	0.122000001	0.388000011	0	3.914000034	2.052999973	0.018999999
1955	4	5	NA	0.165999994	0.377999991	0	3.736999989	2.069000006	0.018999999
1955	4	6	NA	0.578000009	0.674000025	0	3.637000084	2.019000053	0.030999999
1955	4	7	NA	0.616999984	0.635999978	0	3.282999992	1.894000053	0.032000002
1955	4	8	NA	0.555999994	0.361000001	0	2.90899992	1.735999942	0.027000001
1955	4	9	NA	0.470999986	0.310000002	0	2.688999891	1.605000019	0.021
1955	4	10	NA	0.39199999	0.097000003	0	2.391000032	1.49000001	0.016000001
1955	4	11	NA	0.319999993	0.081	0	2.200000048	1.437999964	0.012
1955	4	12	NA	0.270000011	0.067000002	0	2.032999992	1.406999946	0.015
1955	4	13	NA	0.213	0.043000001	0	1.924000025	1.432999969	0.017000001
1955	4	14	NA	0.187000006	0.041000001	0	2.075999975	1.437999964	0.02
1955	4	15	NA	0.238000005	0.064999998	0	2.411999941	1.442999959	0.016000001
1955	4	16	NA	0.226999998	0.135000005	0.104999997	2.094000101	1.475000024	0.011
1955	4	17	NA	0.192000002	0.172999993	0.999000013	2.051000118	1.475000024	0.009
1955	4	18	NA	0.158999994	0.185000002	1.51699996	2.243000031	1.447999954	0.01
1955	4	19	NA	0.156000003	0.214000002	1.485999942	2.767999887	1.559999943	0.01
1955	4	20	NA	0.172999993	0.218999997	1.361999989	3.61500001	2.078999996	0.018999999
1955	4	21	NA	0.187000006	0.218999997	1.133999944	4.039999962	2.099999905	0.017000001
1955	4	22	NA	0.172999993	0.218999997	0.999000013	4.013999939	1.690999985	0.017000001
1955	4	23	NA	0.153999999	0.218999997	0.977999985	3.484999895	1.496000051	0.025
1955	4	24	NA	0.136000007	0.203999996	0.81099999	2.913000107	1.432999969	0.022
1955	4	25	NA	0.105999999	0.115000002	0.941999972	2.539999962	1.355000019	0.02
1955	4	26	NA	0.078000002	0.100000001	0.841000021	2.243000031	1.297000051	0.017000001
1955	4	27	NA	0.052000001	0.093000002	0.528999984	2.263999939	1.453999996	0.015
1955	4	28	NA	0.030999999	0.048	0.381000012	2.667999983	1.879999995	0.012
1955	4	29	NA	0.035999998	0.041000001	0.291000009	2.884000063	1.746999979	0.011
1955	4	30	NA	0.118000001	0.041000001	0.232999995	3.107000113	1.616000056	0.008
1955	5	1	NA	0.093999997	0.041000001	0.209000006	3.384000063	1.569000006	0.008
1955	5	2	NA	0.064000003	0.035999998	0.173999995	3.107000113	1.56400001	0.004
1955	5	3	NA	0.041999999	0.017000001	0.153999999	2.884000063	1.559000015	0.004
1955	5	4	NA	0.032000002	0.009	0.140000001	2.730999947	1.51699996	0.002
1955	5	5	NA	0.046999998	0.002	0.153999999	3.003999949	1.447999954	0.002
1955	5	6	NA	0.150999993	0.001	0.167999998	4.861999989	1.546000004	0.014
1955	5	7	NA	0.47299999	0.126000002	0.156000003	5.735000134	2.29399991	0.090000004
1955	5	8	NA	0.495999992	1.702000022	0.150000006	6.156000137	2.97300005	0.086999997
1955	5	9	NA	0.444000006	1.414000034	0.119999997	7.176000118	2.753000021	0.130999997
1955	5	10	NA	0.39199999	1.820000052	0.097999997	8.020000458	2.289000034	0.164000005
1955	5	11	NA	0.342000008	2.545000076	0.067000002	8.387000084	2.690999985	0.209999993
1955	5	12	NA	0.294999987	7.830999851	0.048	8.642999649	2.611000061	0.254999995
1955	5	13	NA	0.250999987	3.298000097	0.029999999	8.722000122	2.492000103	0.261999995
1955	5	14	NA	0.213	3.023999929	0.021	8.786000252	3.075000048	0.256999999
1955	5	15	NA	0.192000002	4.765999794	0.046	7.842000008	4.099999905	0.228
1955	5	16	NA	0.172999993	5.070000172	0.066	8.987000465	3.788000107	0.209000006
1955	5	17	NA	0.165999994	5.303999901	0.082000002	11.98999977	3.290999889	0.195999995
1955	5	18	NA	0.216999993	8.965999603	0.104000002	12.97999954	3.332000017	0.192000002
1955	5	19	NA	0.208000004	25.52000046	0.187000006	13.30000019	3.927999973	0.180000007
1955	5	20	NA	0.180000007	14.56000042	0.243000001	13.56999969	7.565999985	0.587000012
1955	5	21	NA	0.187000006	5.855999947	0.370000005	17.86000061	17.19000053	2.944999933
1955	5	22	NA	0.174999997	3.940999985	1.113000035	27.76000023	16.80999947	2.752000093
1955	5	23	NA	0.171000004	3.424000025	1.748999953	30.87000084	9.31400013	2.454999924
1955	5	24	NA	0.153999999	3.069999933	2.426000118	24.70999908	5.295000076	2.239000082
1955	5	25	NA	0.137999997	3.063999891	3.059000015	18.77000046	4.047999859	2.101000071
1955	5	26	NA	0.126000002	3.355000019	2.703999996	15.15999985	3.410000086	1.919999957
1955	5	27	NA	0.136000007	2.588000059	2.28399992	14	3.188999891	1.730000019
1955	5	28	NA	0.140000001	3.260999918	2.063999891	13.40999985	3.430000067	1.677999973
1955	5	29	NA	0.150000006	3.891000032	1.845999956	14.97000027	3.631000042	2.312000036
1955	5	30	NA	0.137999997	3.460000038	1.572000027	17.88999939	4.290999889	2.203999996
1955	5	31	NA	0.126000002	2.849999905	1.552999973	20.03000069	4.105999947	1.850999951
1955	6	1	NA	0.134000003	2.407000065	1.41900003	20.70000076	3.661999941	1.636999965
1955	6	2	NA	0.126000002	3.46600008	1.371000051	21.10000038	3.128999949	1.462000012
1955	6	3	NA	0.147	4.346000195	1.282999992	21.60000038	2.967000008	1.299999952
1955	6	4	NA	0.217999995	3.703999996	1.361999989	25.01000023	3.069000006	1.269000053
1955	6	5	NA	0.226999998	8.965999603	1.274000049	28.71999931	3.267999887	1.881999969
1955	6	6	NA	0.209999993	7.282000065	1.269999981	27.18000031	4.051000118	1.848999977
1955	6	7	NA	0.256000012	5.914000034	1.363999963	27.14999962	5.985000134	1.800999999
1955	6	8	NA	0.65200001	4.507999897	4.110000134	29.45000076	6.999000072	1.682999969
1955	6	9	NA	3.176000118	5.288000107	5.693999767	31.51000023	5.758999825	1.837000012
1955	6	10	NA	21.61000061	11.89999962	4.625999928	29.01000023	4.968999863	2.062000036
1955	6	11	NA	52.61000061	21.84000015	2.578000069	27.01000023	6.788000107	1.968000054
1955	6	12	NA	58.41999817	21.53000069	2.489000082	28.34000015	10.46000004	1.578999996
1955	6	13	NA	58.50999832	23.29999924	2.38499999	33.93000031	10.47999954	1.379999995
1955	6	14	NA	57.88999939	28.31999969	4.245999813	40.77999878	14.52999973	1.366000056
1955	6	15	NA	57.45000076	21.79999924	5.098999977	43.54000092	23.07999992	2.186000109
1955	6	16	NA	58.50999832	49.84999847	3.970999956	51.34999847	27	3.058000088
1955	6	17	NA	62.20999908	43.86999893	3.311000109	59.45999908	32.40000153	4.335999966
1955	6	18	NA	84.54000092	41.13000107	3.315999985	94.59999847	47.11999893	6.462999821
1955	6	19	NA	113	35.45999908	4.916999817	99.55000305	51.70000076	4.974999905
1955	6	20	NA	117.0999985	25.27000046	9.769000053	95.66999817	49.90000153	3.11500001
1955	6	21	NA	116	13.61999989	15.86999989	97.36000061	44.27000046	6.527999878
1955	6	22	NA	114	12.61999989	13.55000019	102.8000031	33.54000092	8.800000191
1955	6	23	NA	112	20.43000031	33.95000076	94.01000214	22.29000092	7.052999973
1955	6	24	NA	110.8000031	57.93000031	53.90999985	82.93000031	19.51000023	7.156000137
1955	6	25	NA	113.6999969	80.58999634	48.40000153	84.29000092	34.38999939	8.175999641
1955	6	26	NA	136.5	35.04999924	31.54999924	101.9000015	54.86999893	8.774999619
1955	6	27	NA	140.3000031	19.43000031	23.47999954	129.3000031	64.41000366	12.81000042
1955	6	28	NA	140.3000031	11.72000027	18.22999954	125.4000015	52.36000061	11.02000046
1955	6	29	NA	156.1000061	19.96999931	13.31999969	109.6999969	32.02000046	11.40999985
1955	6	30	NA	253.6000061	77.98999786	14.72999954	102.3000031	21.14999962	17.06999969
1955	7	1	NA	283.5	101.1999969	32.38000107	136.6999969	31.57999992	27.51000023
1955	7	2	NA	282.7999878	61.81000137	44.22000122	229.3999939	60.70999908	52.97999954
1955	7	3	NA	281.8999939	47.81000137	34.34000015	254.3999939	80.19999695	52.02999878
1955	7	4	NA	280.6000061	32.18000031	34.52999878	236.1999969	86.37000275	77.65000153
1955	7	5	NA	286.7000122	79.26000214	39.38000107	228.3000031	80.72000122	58.24000168
1955	7	6	NA	302.2000122	54.34000015	34.79999924	246.3999939	81.54000092	58.02000046
1955	7	7	NA	297.7999878	33.90999985	38.24000168	285.3999939	85.26000214	54.59999847
1955	7	8	NA	284.7000122	26.72999954	57.18000031	285	81.69999695	50.09000015
1955	7	9	NA	241.8999939	21.80999947	46.36999893	266.7000122	65.95999908	56.99000168
1955	7	10	NA	237.5	20.54999924	41.02000046	249.5	47.29000092	66.41000366
1955	7	11	NA	227.5	24.75	54.45999908	227.3999939	35.81999969	82.33999634
1955	7	12	NA	212.5	23.01000023	50.15999985	220.6999969	29.87000084	91.95999908
1955	7	13	NA	204.8000031	20.38999939	53.15999985	229.6999969	29.22999954	104.0999985
1955	7	14	NA	235.8999939	36.34999847	188	230.8000031	33.70000076	101.4000015
1955	7	15	NA	670.9000244	92.20999908	268	235.3999939	43.04000092	101.9000015
1955	7	16	NA	859.4000244	403.3999939	275	329.2000122	51.79999924	117.6999969
1955	7	17	NA	861.5	556.2999878	212	520	74.30000305	122.0999985
1955	7	18	NA	789.9000244	610.7000122	205.8999939	612.9000244	95.75	123.9000015
1955	7	19	NA	723.4000244	452.2999878	188.8000031	645.5	122.1999969	125.9000015
1955	7	20	NA	595.2000122	230.6000061	197.1999969	662	135.8000031	118.9000015
1955	7	21	NA	578.9000244	140.6999969	210.1000061	687.0999756	136.3999939	128.8999939
1955	7	22	NA	578.0999756	95.26000214	229.6999969	735.2000122	132.6000061	132.6000061
1955	7	23	NA	514.7000122	109	207.3000031	779.0999756	128.6000061	167.8000031
1955	7	24	NA	555.2000122	162.6999969	306.5	809.5999756	126	163.3000031
1955	7	25	NA	468.3999939	137.3999939	357.8999939	836.4000244	124	163.8000031
1955	7	26	NA	578.2999878	110.1999969	379.2000122	856.2000122	123.1999969	165.1000061
1955	7	27	NA	747.5	155.8000031	390.7999878	864.7000122	123.4000015	166.1999969
1955	7	28	NA	727.2000122	288.5	405.7000122	876	123.6999969	175.1000061
1955	7	29	NA	794.2000122	301.7999878	441	889.9000244	123.1999969	187.3000031
1955	7	30	NA	1099	292.7999878	463.5	908.7999878	124.5999985	201
1955	7	31	NA	1189	224.6000061	470.5	924	128.3999939	222.6999969
1955	8	1	NA	1239	227.6999969	497.2999878	936.4000244	130.1000061	267.7000122
1955	8	2	NA	1078	247.6999969	560.9000244	959.0999756	129	305.6000061
1955	8	3	NA	1412	300.2000122	591.7000122	996.2000122	128.8000031	390.6000061
1955	8	4	NA	1321	264.3999939	607.5	1037	128.8999939	389.7999878
1955	8	5	NA	1243	275.7000122	607.5	1056	129.3000031	371.8999939
1955	8	6	NA	1124	207.6000061	591.9000244	1069	130	321.7999878
1955	8	7	NA	1010	174.8999939	555.2999878	1064	129.8000031	285
1955	8	8	NA	942.7000122	159.5	472.1000061	1085	128.1999969	255.1000061
1955	8	9	NA	908.4000244	128.8999939	375.7000122	1093	127.1999969	249.6000061
1955	8	10	NA	930	251.3000031	408.3999939	1095	126.4000015	270.6000061
1955	8	11	NA	910	265.3999939	461.7999878	1089	125.9000015	283.6000061
1955	8	12	NA	870.2999878	230.5	455.5	1080	125.8000031	271.2000122
1955	8	13	NA	832.2000122	314.2999878	435.6000061	1070	127.4000015	259.7999878
1955	8	14	NA	788.9000244	407.8999939	476.1000061	1064	128.1000061	239.1999969
1955	8	15	NA	786.7000122	260.8999939	486.7000122	1060	129.6000061	230.3999939
1955	8	16	NA	805.7999878	154.8999939	464.5	1056	133.3000031	235.6000061
1955	8	17	NA	841	120.4000015	410.7999878	1054	133.6999969	236.6000061
1955	8	18	NA	769.9000244	108.8000031	379.5	1054	128.1999969	232.8999939
1955	8	19	NA	694.5999756	137.8999939	361.8999939	1053	125.5999985	228.5
1955	8	20	NA	736.2999878	125.5999985	359.1000061	1048	123.8000031	204.6000061
1955	8	21	NA	716.9000244	103.9000015	398.6000061	1042	122.3000031	195.8000031
1955	8	22	NA	695.5	103.0999985	414.5	1040	121.9000015	209.1000061
1955	8	23	NA	746.7000122	92.80000305	474.7999878	1036	121.5999985	199.1000061
1955	8	24	NA	821.2000122	76.27999878	470.7999878	1028	120.0999985	213
1955	8	25	NA	778	64.19000244	457.7000122	1016	118.5	192.1000061
1955	8	26	NA	738.4000244	56.45000076	401.2000122	1008	114.8000031	177.6000061
1955	8	27	NA	695	49.02000046	346.6000061	1002	108.4000015	159.3000031
1955	8	28	NA	655.7000122	48.65999985	296.1000061	999.2999878	97.26999664	141.1000061
1955	8	29	NA	563.2999878	158.1999969	329.6000061	998.2000122	88.06999969	137.6999969
1955	8	30	NA	555.0999756	100.0999985	368.2000122	992.4000244	92.75	144.6000061
1955	8	31	NA	609.5	63.65000153	379.2000122	980.5	103.8000031	160.5
1955	9	1	NA	684.4000244	47.43000031	384.5	964.2999878	115	158.3000031
1955	9	2	NA	736.9000244	44.11000061	393.6000061	951.0999756	117.9000015	166.8000031
1955	9	3	NA	729.7000122	51.34999847	394.7999878	941.0999756	102.6999969	168.5
1955	9	4	NA	744	75.47000122	407.3999939	938.2000122	91.97000122	166.6000061
1955	9	5	NA	761.5	55.24000168	466.5	938	88.84999847	160.3000031
1955	9	6	NA	820.5	43.56000137	480.2999878	938	91.15000153	162.3000031
1955	9	7	NA	1013	62.72999954	521.2999878	939.5999756	88.29000092	261.6000061
1955	9	8	NA	1226	120.3000031	589.7999878	945.2000122	82.12999725	293.8999939
1955	9	9	NA	1315	125.0999985	598.4000244	951.2000122	86.27999878	328.5
1955	9	10	NA	1171	78.95999908	607.9000244	961.7000122	96.51999664	321.1000061
1955	9	11	NA	1036	62.20999908	613.4000244	983.5	107	292.8999939
1955	9	12	NA	1009	56.15999985	618	1015	112.5	273
1955	9	13	NA	962.5999756	44.59999847	610.5	1035	108.4000015	272.5
1955	9	14	NA	924.5	38.52999878	592.7999878	1042	95.5	270.7000122
1955	9	15	NA	950.5999756	40.61000061	579.9000244	1048	81.51000214	266.2999878
1955	9	16	NA	957.7000122	37.00999832	567.4000244	1048	68.30999756	261.1000061
1955	9	17	NA	882	31.04000092	516.5999756	1045	57.70000076	250.8000031
1955	9	18	NA	832.2000122	33.99000168	477.7999878	1040	48.36999893	254.6999969
1955	9	19	NA	795.5	59.77000046	452.2999878	1034	43.22000122	248.8000031
1955	9	20	NA	819.7000122	54.56999969	479.6000061	1031	53.63999939	233
1955	9	21	NA	811.7000122	51.99000168	475.1000061	1026	65.02999878	220.6999969
1955	9	22	NA	816.7999878	69.43000031	478.1000061	1026	67.87000275	215.6000061
1955	9	23	NA	832.2000122	248.8999939	503.2000122	1019	67.01000214	219.8000031
1955	9	24	NA	833.7000122	300.1000061	545.2000122	1013	76.36000061	215
1955	9	25	NA	846.0999756	187	586.7999878	1010	94.34999847	206.8999939
1955	9	26	NA	865.0999756	110.6999969	624.2000122	1010	110.9000015	233.5
1955	9	27	NA	927.5	150.6000061	658	1010	124.6999969	243.1999969
1955	9	28	NA	1010	242	657	1008	125.8000031	248.1000061
1955	9	29	NA	1068	168.6999969	591.5	1011	124.3000031	244.6000061
1955	9	30	NA	1041	94.58999634	598	1019	125.3000031	241.6000061
1955	10	1	NA	1051	121.9000015	591	1028	125.5999985	230
1955	10	2	NA	1057	263.3999939	613.5999756	1034	124	246.8999939
1955	10	3	NA	1114	161.1000061	622	1042	123.5999985	258
1955	10	4	NA	1149	145.8999939	611.5	1050	124.8000031	255.3000031
1955	10	5	NA	1162	171.1000061	600.7000122	1054	126.5	228.3000031
1955	10	6	NA	1128	152.6999969	594.9000244	1054	126.1999969	213.5
1955	10	7	NA	1072	168.1999969	592.2000122	1057	124.9000015	243.6000061
1955	10	8	NA	1003	150.1999969	596.7999878	1062	125	243
1955	10	9	NA	945.0999756	109.9000015	587	1063	125	255.8999939
1955	10	10	NA	995.7999878	106.4000015	567.7999878	1066	124.5999985	269.5
1955	10	11	NA	988.2000122	120.3000031	531.5	1066	123.5999985	276.6000061
1955	10	12	NA	892.2000122	106.0999985	480	1065	121.4000015	278
1955	10	13	NA	839.5	155.5	401.1000061	1060	119.8000031	271.6000061
1955	10	14	NA	827.7999878	158.3999939	360.2999878	1055	119.3000031	264.1000061
1955	10	15	NA	708.0999756	147.1999969	345.2999878	1053	119.9000015	252.1000061
1955	10	16	NA	643	89.52999878	288	1048	122.0999985	237.1999969
1955	10	17	NA	574.7000122	78.30000305	273.6000061	1041	123.6999969	218.3000031
1955	10	18	NA	553.2000122	78.81999969	251.3999939	1035	124.0999985	214.8000031
1955	10	19	NA	541.7999878	76.30000305	230	1024	120.4000015	251.8000031
1955	10	20	NA	488.7000122	82.59999847	221.1999969	1012	115.9000015	225.6999969
1955	10	21	NA	447.7999878	98.37999725	221.6999969	999	110.9000015	195.3000031
1955	10	22	NA	422	63.18000031	205.8999939	985.5	105.5	178.3999939
1955	10	23	NA	399.6000061	52.36999893	186.3000031	964.2999878	99.41000366	164.6000061
1955	10	24	NA	368.3999939	67.30999756	159.8999939	942.2999878	92.36000061	149.1000061
1955	10	25	NA	334.6000061	66.06999969	150.1999969	918.7999878	103.9000015	135
1955	10	26	NA	307.7999878	75.19000244	143.1999969	891.4000244	82.77999878	127.0999985
1955	10	27	NA	300.2000122	119.9000015	152.6999969	863.0999756	82.98999786	131.6000061
1955	10	28	NA	321.3999939	120.5	158.1000061	832.5999756	87.55999756	154.8000031
1955	10	29	NA	336.2000122	172.1000061	151.1999969	809.7000122	95.87000275	137.3000031
1955	10	30	NA	312.2000122	126.0999985	140.1000061	795.4000244	105.5	119.5999985
1955	10	31	NA	285.1000061	62.86000061	125.4000015	776.2999878	116.5	108.4000015
1955	11	1	NA	244.3000031	46.75	109.5	761.7000122	122.1999969	100.4000015
1955	11	2	NA	222.6999969	36.13000107	108.1999969	736.2999878	118.5999985	96.58000183
1955	11	3	NA	197.5	29.23999977	101.3000031	703.0999756	102.4000015	87.79000092
1955	11	4	NA	179	22.94000053	88.55999756	659.9000244	69.98000336	82.22000122
1955	11	5	NA	163.1999969	20.53000069	83.77999878	602	45.40999985	75.93000031
1955	11	6	NA	149.8999939	20.15999985	78.91000366	557.2999878	34.52000046	70.79000092
1955	11	7	NA	139.8999939	18.17000008	72.47000122	510.7000122	31.28000069	67.48999786
1955	11	8	NA	128.6999969	14.59000015	67	465.3999939	36.02999878	64.97000122
1955	11	9	NA	122.5999985	12.96000004	64.18000031	425.2999878	26.32999992	61.99000168
1955	11	10	NA	111.9000015	10.92000008	58.31999969	390.6000061	20.79000092	56.40999985
1955	11	11	NA	105.9000015	9.173000336	55.22999954	357.7000122	17.88999939	51.13000107
1955	11	12	NA	93.61000061	8.968000412	52.15000153	320.7999878	15.64999962	45.31999969
1955	11	13	NA	85.62999725	7.360000134	48.20000076	286.7000122	13.65999985	42.83000183
1955	11	14	NA	82.63999939	6.395999908	43.43999863	258.2000122	12.01000023	38.27999878
1955	11	15	NA	75.83000183	5.767000198	38.75	229.1000061	10.38000011	33.22999954
1955	11	16	NA	67.26999664	4.909999847	35.54999924	209.1999969	9.032999992	28.68000031
1955	11	17	NA	59.13999939	4.856999874	31.68000031	188	7.876999855	26.30999947
1955	11	18	NA	55.06999969	4.619999886	29.68000031	167.6999969	7.027999878	23.31999969
1955	11	19	NA	51.11000061	4.407999992	29.13999939	155.6999969	6.402999878	21.40999985
1955	11	20	NA	44.93999863	4.204999924	28.06999969	143.5	5.804999828	19.06999969
1955	11	21	NA	44.5	3.970000029	27.43000031	133	5.323999882	17.75
1955	11	22	NA	44.31000137	3.59800005	26.38999939	123	4.925000191	16.69000053
1955	11	23	NA	41.38999939	3.510999918	22.10000038	113.4000015	4.651000023	14.64000034
1955	11	24	NA	38.47000122	3.334000111	19.73999977	104.8000031	4.284999847	13.22000027
1955	11	25	NA	36.54000092	3.246000051	15.69999981	99.09999847	3.923000097	12.39999962
1955	11	26	NA	32.38999939	2.839999914	15.43000031	95.25	3.684999943	11.57999992
1955	11	27	NA	31.60000038	2.512000084	15.43000031	89.16999817	3.467999935	10.43000031
1955	11	28	NA	29.79000092	2.752000093	15.43000031	83.66000366	3.255000114	9.75
1955	11	29	NA	27.81999969	2.605000019	15.34000015	78.05000305	3.079999924	9.149999619
1955	11	30	NA	25.17000008	2.404999971	14.06999969	72.43000031	2.961999893	8.555999756
1955	12	1	NA	23.92000008	2.233999968	13.27999973	67.55999756	2.763999939	8.050999641
1955	12	2	NA	22.48999977	2.186000109	12.60999966	63.5	2.622999907	7.356999874
1955	12	3	NA	21.45999908	1.995000005	10.68000031	59.52999878	2.532000065	6.940999985
1955	12	4	NA	20.52000046	1.684000015	9.956999779	55.79999924	2.470000029	6.698999882
1955	12	5	NA	19.46999931	1.519999981	9.545000076	52.41999817	2.355999947	6.336999893
1955	12	6	NA	17.82999992	1.5	9.397999763	49.34000015	2.289000034	5.974999905
1955	12	7	NA	16.88999939	1.480000019	8.866999626	46.61000061	2.164999962	5.635000229
1955	12	8	NA	16.48999977	1.343999982	8.75	44.43000031	2.040999889	5.320000172
1955	12	9	NA	14.77999973	1.225999951	8.454999924	41.97999954	1.985000014	5.131000042
1955	12	10	NA	14.39999962	1.194000006	7.717999935	39.61000061	1.929999948	4.962999821
1955	12	11	NA	13.75	1.080000043	7.551000118	37.31000137	1.820000052	4.774000168
1955	12	12	NA	13.35000038	0.952000022	7.256000042	35	1.735999942	4.479000092
1955	12	13	NA	13.19999981	0.851000011	7.084000111	33.15000153	1.68900001	4.294000149
1955	12	14	NA	12.60000038	0.824000001	6.346000195	31.60000038	1.646999955	4.150000095
1955	12	15	NA	12.35000038	0.745999992	6.173999786	29.78000069	1.605000019	3.993000031
1955	12	16	NA	11.39999962	0.721000016	5.784999847	27.98999977	1.56400001	3.747999907
1955	12	17	NA	10.94999981	0.648999989	5.150000095	26.80999947	1.52699995	3.589999914
1955	12	18	NA	10.85000038	0.637000024	4.912000179	25.77000046	1.51699996	3.433000088
